restaurant_key,business_name,aka_name,license_number,street_address,city,state,zip
236,MACHETES & MACHETACOS INC.,MACHETES,2523115.0,4632-4636 S CICERO AVE,CHICAGO,IL,60638
237,KINDLING-DOWNTOWN COOKOUT & COCKTAILS,KINDLING,2863293.0,202 S FRANKLIN ST,CHICAGO,IL,60606
238,SHAWARMA,SHAWARMA INN,1997591.0,5523 N LINCOLN AVE,CHICAGO,IL,60625
239,"GABY'S FUNNEL CAKES, INC.","GABY'S FUNNEL CAKES, INC.",2840164.0,4545 W DIVISION ST,CHICAGO,IL,60651
240,CASA TEQUILA,CASA TEQUILA,2850293.0,1949 W DIVISION ST,CHICAGO,IL,60622
241,HEIDIS PALETERIA,HEIDIS PALETERIA,3002278.0,6643 S CICERO AVE,CHICAGO,IL,60638
242,JR NUTRITION,JR NUTRITION,2835424.0,2050 W CERMAK RD,CHICAGO,IL,60608
243,STAR LIGHT FOOD MARKET II,STAR LIGHT FOOD MARKET II,2113949.0,2832-2838 S WENTWORTH AVE,CHICAGO,IL,60616
244,DA HIT BBQ & JERK,DA HIT BBQ & JERK,2802622.0,633 N CICERO AVE,CHICAGO,IL,60644
245,JIMMY JOHN'S,JIMMY JOHN'S,2411777.0,205 E OHIO ST,CHICAGO,IL,60611
246,ATOMIX CAFE,ATOMIX CAFE,2088498.0,1957 W CHICAGO AVE,CHICAGO,IL,60622
247,FLAMINGO BAR & GRILL,FLAMINGO BAR & GRILL,37527.0,440 E GRAND AVE,CHICAGO,IL,60611
248,HONEYBAKED HAM AND CAFE,HONEYBAKED HAM AND CAFE,2060329.0,2815 N ASHLAND AVE,CHICAGO,IL,60657
249,RIO VALLEY MARKET #2,RIO VALLEY MARKET,1196305.0,3307 W 63RD ST,CHICAGO,IL,60629
250,AUTUMN GREEN AT WRIGHT CAMPUS,AUTUMN GREEN,1845501.0,4239 N OAK PARK AVE,CHICAGO,IL,60634
251,MR. SUBMARINE,MR. SUBMARINE,26517.0,37 N WELLS ST,CHICAGO,IL,60606
252,BIG SHOULDERS COFFEE WORKS,BIG SHOULDERS COFFEE WORKS,2152021.0,1105 W CHICAGO AVE,CHICAGO,IL,60642
253,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1382290.0,1733 N DAMEN AVE,CHICAGO,IL,60647
254,POKE GU,POKE GU,2881759.0,2931 N BROADWAY,CHICAGO,IL,60657
255,ARMOUR BRANCH,ARMOUR BRANCH,22062.0,911 W 32nd PL (3230S),CHICAGO,IL,60608
256,SOFIVE,SOFIVE,2890984.0,2343 S THROOP ST,CHICAGO,IL,60608
257,GOLDEN CHICK,,,10443 N CENTRAL EXPW,DALLAS,TX,75231
258,TACO BELL #366,,,2972 W WHEATLAND RD,DALLAS,TX,75237
259,AL FRESCO 4,,,650 S GRIFFIN ST,DALLAS,TX,75202
260,LA MICHOACANA (CARNITAS),,,8707 E RL THORNTON FRWY,DALLAS,TX,75228
261,EAST GATE BAPTIST CHURCH,,,6960 S POLK ST,DALLAS,TX,75232
262,CONCESSION STAND VISITORS,,,9191 S POLK ST,DALLAS,TX,75232
263,CITY PERFORMANCE HALL - CULINAIRE,,,2520 FLORA ST,DALLAS,TX,75201
264,JERRY'S SUPERMARKET,,,3301 BERNAL DR,DALLAS,TX,75212
265,KINGS SOUL FOOD GALLERY,KINGS SOUL FOOD GALLERY,2641817.0,8107 S COTTAGE GROVE AVE,CHICAGO,IL,60619
266,PURE GREEN,PURE GREEN,2934758.0,1156 N STATE ST BLDG,CHICAGO,IL,60610
267,PAPA JOE'S PIZZA,PAPA JOE'S PIZZA,71767.0,5750 N MILWAUKEE AVE,CHICAGO,IL,60646
268,FATSO HARD KITCHEN,FATSO HARD KITCHEN,2791513.0,1742 N MEADE AVE,CHICAGO,IL,60639
269,ESSENCE OF INDIA,ESSENCE OF INDIA,1495003.0,4601 N LINCOLN AVE,CHICAGO,IL,60625
270,GRASMERE PLACE LLC,GRASMERE PLACE,2204335.0,4621 N SHERIDAN RD,CHICAGO,IL,60640
271,COREY'S NYC BAGEL DELI,COREY'S NYC BAGEL DELI,1403499.0,1001 W NORTH AVE,CHICAGO,IL,60622
272,DUNKIN/BASKIN ROBBINS,DUNKIN/BASKIN ROBBINS,2708629.0,782 N LARAMIE AVE,CHICAGO,IL,60644
273,OOOH WEE IT IS,OOOH WEE IT IS,2771442.0,33 E 83RD ST,CHICAGO,IL,60619
274,STARBUCKS COFFEE #233,STARBUCKS COFFEE #233,2653185.0,231 S LA SALLE ST,CHICAGO,IL,60604
275,NLU CULINARY SCHOOL KITCHEN CLASSROOMS,NLU CULINARY SCHOOL KITCHEN CLASSROOMS,2588763.0,900 N NORTH BRANCH ST,Chicago,IL,60642
276,MARISCOS LA DIABLA,MARISCOS LA DIABLA,2086.0,4222-4224 W 63RD ST,CHICAGO,IL,60629
277,BELDING ELEMENTARY SCHOOL,BELDING ELEMENTARY SCHOOL,22221.0,4257 N Tripp,CHICAGO,IL,60641
278,STUDIOS FUSE,STUDIOS FUSE,2564046.0,2215-2217 N HALSTED ST,CHICAGO,IL,60614
279,CLUB DE NUTRICION  UN NUEVO AMANECER,CLUB DE NUTRICION UN NUEVO AMANECER,2437881.0,3644 W LAWRENCE AVE,CHICAGO,IL,60625
280,JIMMY JOHN'S,JIMMY JOHN'S,2411778.0,247 S STATE ST,CHICAGO,IL,60604
281,TINY TAVERN,TINY TAVERN,2835432.0,600 E GRAND AVE,CHICAGO,IL,60611
282,HANDCUT FOODS,LYCEE FRANCAIS DE CHICAGO,2423101.0,1929 W WILSON AVE,CHICAGO,IL,60640
283,BLAQ'S,BLAQ'S,2446184.0,7628 S COTTAGE GROVE AVE,CHICAGO,IL,60619
284,MAPLE STREET CAFE,,,4001 MAPLE AVE,DALLAS,TX,75219
285,DENNY'S,,,9009 SKILLMAN ST,DALLAS,TX,75243
286,CHURCH'S CHICKEN #1051,,,10545 HARRY HINES BLVD,DALLAS,TX,75220
287,CANTINA EL CUBETAZO,,,4736 MAPLE AVE,DALLAS,TX,75219
288,LA MICHOACANA MEAT MKT/CARNICERIA,,,1506 S BUCKNER BLVD,DALLAS,TX,75217
289,CIRCLE K EXPRESS,,,9616 AUDELIA RD,DALLAS,TX,75238
290,BIG BOYS BEER WINE AND GROCERIES,,,3500 E ILLINOIS AVE,DALLAS,TX,75216
291,MILLOS VENEZUELAN FOOD,,,19059 MARSH LN STE. 100,DALLAS,TX,75287
292,FAMILY DOLLAR STORE # 7612,FAMILY DOLLAR STORE # 7612,1766657.0,7927 S ASHLAND AVE,CHICAGO,IL,60620
293,AVIATO,LITO'S EMPANADAS,2517649.0,131 N CLINTON ST,CHICAGO,IL,60661
294,DODOMI SUSHI ROTARY,DODOMI SUSHI ROTARY,2961978.0,4521 N SHERIDAN RD,CHICAGO,IL,60640
295,THE LITTLE INDIA,THE LITTLE INDIA,1892841.0,1109 W BRYN MAWR AVE,CHICAGO,IL,60660
296,EGG TUCK,EGG TUCK,2951522.0,2411 N CLARK ST,CHICAGO,IL,60614
297,LEVAIN BAKERY,LEVAIN BAKERY,2913042.0,408 N CLARK ST,CHICAGO,IL,60654
298,CHICAGO NO SAUCE BOSS,CHICAGO NO SAUCE BOSS,2934749.0,502 E 47TH ST,CHICAGO,IL,60653
299,MARIANO'S #8539,MARIANO'S,2470445.0,3857 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60653
300,CHICAGO'S PIZZA,CHICAGO'S PIZZA,1696176.0,4520 W IRVING PARK RD,CHICAGO,IL,60641
301,TO KOREAN CUISINE,TO KOREAN CUISINE,2997283.0,3108 N BROADWAY,CHICAGO,IL,60657
302,LOS ALAMOS,LOS ALAMOS,1332164.0,2157 S DAMEN AVE,CHICAGO,IL,60608
303,COCORO,COCORO,48206.0,668 N WELLS ST,CHICAGO,IL,60654
304,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),JOHANSON SKILLED NURSING @ (SMITH VILLAGE),2204619.0,11308 S OAKLEY AVE,CHICAGO,IL,60643
305,FAIRGROUNDS ERIE,FAIRGROUNDS ERIE,2807588.0,306 W ERIE ST,CHICAGO,IL,60654
306,DURKIN ELEMENTARY,DURKIN ELEMENTARY,26831.0,8445 S Kolin,CHICAGO,IL,60652
307,CATALOGUE HOUSE,CATALOGUE HOUSE,2956358.0,600 W CHICAGO AVE,CHICAGO,IL,60654
308,WAREHOUSE LIQUORS,WAREHOUSE LIQUORS,2896076.0,634 S WABASH AVE,CHICAGO,IL,60605
309,JUMPSTART EARLY LEARNING ACADEMY,JUMPSTART EARLY LEARNING ACADEMY,2589822.0,7559 W ADDISON ST,CHICAGO,IL,60634
310,CHILI'S T - 3,CHILI'S  TOO (T3-H2),34190.0,11601 W TOUHY AVE,CHICAGO,IL,60666
311,IDOF FRESH MEDITERRANEAN,I DREAM OF FALAFEL,2781432.0,851 W BELMONT AVE,CHICAGO,IL,60657
312,JIMMY JOHNS,JIMMY JOHNS,1986324.0,501 N La Salle ST,CHICAGO,IL,60654
313,DUNKIN DONUTS BASKIN ROBBINS,DUNKIN DONUTS BASKIN ROBBINS,1821281.0,5050 W GRAND AVE,CHICAGO,IL,60639
314,ALCOTT HIGH SCHOOL,ALCOTT HIGH SCHOOL,25281.0,2957 N Hoyne,CHICAGO,IL,60618
315,WILD FISH AND BEEF,WILD FISH AND BEEF,2745147.0,6620 W NORTH AVE,CHICAGO,IL,60707
316,TONY'S CHINESE FOOD,TONY'S CHINESE FOOD,2817664.0,3312 W 63RD ST,CHICAGO,IL,60629
317,MISSION CONTROL,MISSION CONTROL ARCADE,2803138.0,1408 W MORSE AVE,CHICAGO,IL,60626
318,FERNANDO'S RESTAURANT,FERNANDO'S RESTAURANT,36911.0,3450 N LINCOLN AVE,CHICAGO,IL,60657
319,PHO UPTOWN,PHO UPTOWN,2757109.0,1010 W ARGYLE ST,CHICAGO,IL,60640
320,BAMYAN KABAB,BAMYAM KABAB,2595526.0,5701 N CALIFORNIA AVE,CHICAGO,IL,60659
321,BURRITO BEACH,BURRITO BEACH,1676863.0,233 N MICHIGAN AVE,CHICAGO,IL,60601
322,HOUSE OF BLUES BAR 5,,,2200 N LAMAR ST,DALLAS,TX,75202
323,IXTAPA BAY RESTAURANT,,,10221 GARLAND RD,DALLAS,TX,75218
324,1ST CHOICE FOOD MART,,,2449 S BELTLINE RD,DALLAS,TX,75253
325,WETZEL'S PRETZELS,,,8687 N CENTRAL EXPW #2368,DALLAS,TX,75225
326,MRS WINNIS FRUIT SHOP & NATURAL BEVERAGES,,,7007 LAKE JUNE RD STE #100,DALLAS,TX,75217
327,THAI NOODLE WAVE,,,11661 PRESTON RD #202,DALLAS,TX,75230
328,BIDA RANG DONG,,,10546 WALNUT ST #120,DALLAS,TX,75243
329,URBAN BLEND @ ANTIOCH KIOSK,,,805 ELM ST,DALLAS,TX,75202
330,MI PUEBLITO CATRACHO,,,2222 GUS THOMASSON RD,DALLAS,TX,75228
331,MCDONALDS,MCDONALDS,2349545.0,3241 W PETERSON AVE,CHICAGO,IL,60659
332,DOLCI AMORI,DOLCI AMORI,2850879.0,3025 N CLARK ST,CHICAGO,IL,60657
333,STAR EAST,STAR EAST,2951456.0,5712 W FULLERTON AVE,CHICAGO,IL,60639
334,LA VACA MARGARITA BAR,LA VACA,1804.0,1160 W 18TH ST,CHICAGO,IL,60608
335,CELTIC CROWN,CELTIC CROWN,404.0,4301 N WESTERN AVE,CHICAGO,IL,60618
336,MC DONALDS,MC DONALDS,2002814.0,8415 S PULASKI RD,CHICAGO,IL,60652
337,BADABING WINGZ,BADABING WINGZ,2997945.0,4754 N CLARK ST,CHICAGO,IL,60640
338,BIG SHOULDERS COFEE,BIG SHOULDERS COFFEE,2677704.0,311 S WACKER DR,CHICAGO,IL,60606
339,EGGSPERIENCE,EGGSPERIENCE,2972510.0,4925 W IRVING PARK RD,CHICAGO,IL,60641
340,PUPUSERIA CAFE 2 INC.,PUPUSERIA CAFE 2 INC.,2851446.0,4322 W MARQUETTE RD,CHICAGO,IL,60629
341,NOW LUCK LLC,NOW LUCK LLC,2939340.0,3448 W FOSTER AVE,CHICAGO,IL,60625
342,STEPPING STONES NURSERY SCHOOL,STEPPING STONES NURSERY SCHOOL,2917762.0,5910-5912 W MONTROSE AVE,CHICAGO,IL,60634
343,SAVANNA RESTAURANT,SAVANNA RESTAURANT,2780809.0,5657 N LINCOLN AVE,CHICAGO,IL,60659
344,KFC,KFC,2636220.0,10421 S WESTERN AVE,CHICAGO,IL,60643
345,SLICE FACTORY,SLICE FACTORY,2845656.0,1546 W 35TH ST,CHICAGO,IL,60609
346,NUVEEN MARKET PLACE,NUVEEN MARKET PLACE,2863093.0,333 W WACKER DR,CHICAGO,IL,60606
347,BIG BABY'S SOUTHERN SOUL KITCHEN & GRILL,BIG BABY'S SOUTHERN SOUL KITCHEN & GRILL,2699334.0,9938 S TORRENCE AVE,CHICAGO,IL,60617
348,CHICAGO DOWNTOWN MARRIOTT,BISTRO CAFE (EMPLOYEE CAFE),33845.0,540 N MICHIGAN AVE,CHICAGO,IL,60611
349,LOS CUATES,,,440 S BUCKNER BLVD #103,DALLAS,TX,75217
350,"DESIGNS BY CAKE DADDY, LLC",,,3155 S LANCASTER RD #130,DALLAS,TX,75216
351,APATZINGAN TAQUERIA,,,9732 WEBB CHAPEL RD,DALLAS,TX,75220
352,CRISTO REY DALLAS COLLEGE PREP,,,9701 SAN LEON AVE,DALLAS,TX,75217
353,OLD HAG'S PIZZA AND PASTA,,,1315 W DAVIS ST,DALLAS,TX,75208
354,AW SHUCKS,,,3601 GREENVILLE AVE,DALLAS,TX,75206
355,HAROLD'S OF CHICAGO,HAROLD'S CHICKEN,2203524.0,7348 S STONY ISLAND AVE,CHICAGO,IL,60649
356,FRONTERA TORTAS  BY RICK BAYLESS GATE K4 T3,FRONTERA TORTAS BY RICK BAYLESS (T3 K4),2363763.0,11601 W TOUHY AVE,CHICAGO,IL,60666
357,ELEVATED NOURISHMENT,ELEVATED NOURISHMENT,2900524.0,1647 N WELLS ST,CHICAGO,IL,60614
358,COLUMBUS BUILDING CAFE,SONNY'S CAFE/SAIC,2164133.0,280 S COLUMBUS DR,CHICAGO,IL,60603
359,ERICSON ELEMENTARY SCHOOL,ERICSON ELEMENTARY SCHOOL,29051.0,3600 W FIFTH AVE,CHICAGO,IL,60624
360,HAMPTON INN & SUITES,HAMPTON INN & SUITES,62374.0,33 W ILLINOIS ST,CHICAGO,IL,60654
361,PIECE / PIECE OUT,PIECE / PIECE OUT,2977392.0,1923-1929 W NORTH AVE,CHICAGO,IL,60622
362,SMART START DEVELOPMENT CENTER 2 LLC,SMART START DAY CARE,2437677.0,5649 W CHICAGO AVE,CHICAGO,IL,60651
363,STARBUCKS COFFEE #21751,STARBUCKS,2334298.0,515 N STATE ST,CHICAGO,IL,60654
364,STARBUCKS,STARBUCKS  (T3 H6),34219.0,11601 W TOUHY AVE,CHICAGO,IL,60666
365,SERENA'S,SERENA'S,2961212.0,13 W DIVISION ST,CHICAGO,IL,60610
366,ARAMARK EDUCATIONAL SERVICES,LLOYD BOND,2642003.0,13300 S LANGLEY,CHICAGO,IL,60827
367,NORTHWEST MIDDLE/BELMONT-CRAGIN,NORTHWEST MIDDLE SCHOOL,41121.0,5252 W Palmer,CHICAGO,IL,60639
368,SALAD WORKS,SALAD WORKS (T1 C18 FOOD COURT),1909532.0,11601 W TOUHY AVE,CHICAGO,IL,60666
369,MOTHER'S RUIN,MOTHER'S RUIN,2663764.0,2943 N MILWAUKEE AVE,CHICAGO,IL,60618
370,FREDDIES,FREDDIES,2262795.0,701 W 31ST ST,CHICAGO,IL,60616
371,RICO RICO TAQUERIA,RICO RICO TAQUERIA,3006662.0,752 W GARFIELD BLVD,CHICAGO,IL,60609
372,A TO Z FOOMART,A TO Z FOODMART,2977167.0,4009 N KEDZIE AVE,CHICAGO,IL,60618
373,MIKKEY'S AT THE LAKEFRONT,MIKKEY'S AT THE LAKEFRONT,2796928.0,7059 S SOUTH SHORE DR,CHICAGO,IL,60649
374,DOMINOS PIZZA,DOMINO'S,2641981.0,5628 W FULLERTON AVE,CHICAGO,IL,60639
375,PRESENCE SAINT ELIZABETH HOSPITAL,ST ELIZABETH'S CAFETERIA,2205607.0,1431 N CLAREMONT AVE,CHICAGO,IL,60622
376,KONBINI AND KANPAI,KONBINI AND KANPAI,2762613.0,1433 W BELMONT AVE,CHICAGO,IL,60657
377,BORDER TACO,BORDER TACO,2818442.0,912 N WESTERN AVE,CHICAGO,IL,60622
378,DUNKIN DONUTS,DUNKIN DONUTS,2708449.0,1550 W GARFIELD BLVD,CHICAGO,IL,60609
379,NORTH ELSTON WINE & SPIRITS LLC,NORTH ELSTON WINE AND SPIRITS,2753796.0,1700 N THROOP ST,CHICAGO,IL,60642
380,GROVER CLEVELAND ELEMENTARY SCHOOL,GROVER CLEVELAND ELEMENTARY SCHOOL,1387.0,3121 W Byron,CHICAGO,IL,60618
381,GEORGIO'S GOURMET PIZZA,GEORGIO'S GOURMET PIZZA,2791429.0,11 W DIVISION ST,CHICAGO,IL,60610
382,NEW CAJUN GRILL 1,NEW CAJUN GRILL 1,3010728.0,7601 S CICERO AVE,CHICAGO,IL,60652
383,POTBELLY SANDWICH WORKS LLC,POTBELLY SANDWICH WORKS LLC,1300088.0,1 N LA SALLE ST,CHICAGO,IL,60602
384,2AT&T FOOD HALL - COMMON AREA (LVL 01),,,211 S AKARD ST #100,DALLAS,TX,75202
385,SAVE A LOT # 725,,,3021 MLK BLVD,DALLAS,TX,75215
386,"ANOTHER ROUND, LLC",,,660 FORT WORTH AVE,DALLAS,TX,75208
387,7-ELEVEN,,,10811 WEBB CHAPEL RD,DALLAS,TX,75221
388,HONG KONG MARKET SEAFOOD,,,9780 WALNUT ST #360,DALLAS,TX,75243
389,KWIK MART/CHURCH'S,,,820 S WALTON WALKER BLVD,DALLAS,TX,75211
390,FA13737 GRILLED CHEESE CART - KIOSK,,,8525 GARLAND RD,DALLAS,TX,75218
391,C-STORE #1,,,2880 FOREST LN,DALLAS,TX,75234
392,PIZZANA,,,3219 KNOX ST #150,DALLAS,TX,75205
393,SUBWAY #14404,,,655 W ILLINOIS AVE # 116,DALLAS,TX,75211
394,LEVY RESTAURANTS @ WRIGLEY FIELD,WRIGLEY FIELD,1574002.0,1060 W ADDISON ST,CHICAGO,IL,60613
395,MARY'S SMOKE MEATS,MARY'S SMOKE MEATS,2912384.0,3251 S HALSTED ST,CHICAGO,IL,60608
396,TGI FRIDAY'S,TGI FRIDAY'S,2437697.0,153 E ERIE ST,CHICAGO,IL,60611
397,JIMMIE GS ON KEDZIE,JIMMIE GS ON KEDZIE,2712350.0,307 S KEDZIE AVE,CHICAGO,IL,60612
398,CHARLEY'S CHEESESTEAKS AND WINGS,CHARLEY'S CHEESESTEAKS AND WINGS,2988523.0,7106 W NORTH AVE FL,CHICAGO,IL,60707
399,JESSE'S PLACE RESTAURANT,JESSE'S PLACE RESTAURANT,2814205.0,3304 W 55TH ST,CHICAGO,IL,60632
400,CM CHICKEN 88MARKET,CM CHICKEN 88MARKET,2924433.0,2105 S JEFFERSON ST,CHICAGO,IL,60616
401,JERSEY MIKES,JERSEY MIKES,2867773.0,4359 W IRVING PARK RD,CHICAGO,IL,60641
402,SUBWAY 7585,SUBWAY,2890832.0,2620 N NARRAGANSETT AVE,CHICAGO,IL,60639
403,AMBROSIA FOODS,AMBROSIA FOODS,2944194.0,2239-2241 N WESTERN AVE,CHICAGO,IL,60647
404,MIMA'S TASTE OF CUBA,MIMA'S TASTE OF CUBA,2642060.0,2925 W IRVING PARK RD,CHICAGO,IL,60618
405,FLIP SIGI,FLIP SIGI,2835390.0,3706 N HALSTED ST,CHICAGO,IL,60613
406,EL REY DE LA COSTA,EL REY DE LA COSTA,2647060.0,3548 W LAWRENCE AVE,CHICAGO,IL,60625
407,MALIK FOOD MART,MALIK FOOD MART,2703608.0,2000 W DEVON AVE,CHICAGO,IL,60659
408,THE REGION HANDCRAFTED HAMBURGERS,THE REGION HANDCRAFTED HAMBURGERS,2511306.0,2057 W ROSCOE ST,CHICAGO,IL,60618
409,TACO MAX CANTINA,TACO MAX CANTINA,2988757.0,2808-2810 N HALSTED ST,CHICAGO,IL,60657
410,BARTON SENIOR RESIDENCES OF CHICAGO,RUSH BARTON SENIOR RESIDENCE OF CHICAGO,1119292.0,1245 S WOOD ST,CHICAGO,IL,60608
411,"MI LINDO MEXICO MARKET, LLC","MI LINDO MEXICO MARKET, LLC",2469282.0,538 W PERSHING RD,CHICAGO,IL,60609
412,ASSOC. HOUSE CHARTER SCHOOL,ASSOC. HOUSE CHARTER SCHOOL,70236.0,1116 N KEDZIE AVE,CHICAGO,IL,60651
413,ATARDECER ACAPULQUENO,ATARDECER ACAPULQUENO,2845323.0,2902-2906 W CERMAK RD BLDG,CHICAGO,IL,60623
414,FALCON FUEL,FALCON FUEL,1844187.0,4002 W CHICAGO AVE,CHICAGO,IL,60651
415,WHOLE FOODS MARKET,WHOLE FOODS MARKET,2822448.0,3 W CHICAGO AVE,CHICAGO,IL,60654
416,JAH KNOW GRAB-N-GO,JAH KNOW GRAB-N-GO,2830668.0,9044 S ASHLAND AVE,CHICAGO,IL,60620
417,SUBWAY,SUBWAY,2153595.0,400 N ORLEANS ST,CHICAGO,IL,60654
418,SUPER GIFT & GROCERIES,SUPER GIFT & GROCERIES,2835804.0,2303 W DEVON AVE,CHICAGO,IL,60659
419,"NEW AGE CHILDREN'S PREPARATORY ACADEMY, INC.",NEW AGE CHILDREN'S PREPARATORY ACADEMY,2215953.0,8938-8948 S COTTAGE GROVE AVE,CHICAGO,IL,60619
420,MOD PIZZA,MOD PIZZA,2559835.0,1000 W NORTH AVE,CHICAGO,IL,60642
421,DISCOUNT STOP INC.,DISCOUNT STOP INC.,2632331.0,11205 S MICHIGAN AVE,CHICAGO,IL,60628
422,STONE FLOWER,STONE FLOWER,2637146.0,1952 N DAMEN AVE,CHICAGO,IL,60647
423,DUNKIN DONUTS/ BASKIN ROBINS,DUNKIN DONUTS/ BASKIN ROBBINS,1969527.0,3401 W PETERSON AVE,CHICAGO,IL,60659
424,DOLLOP DINER,DOLLOP DINER,2507003.0,5060 N CLARK ST,CHICAGO,IL,60640
425,SUBWAY,SUBWAY,2683476.0,240 E 103RD ST,CHICAGO,IL,60628
426,ARAMARK AT METHODIST - CAFETERIA/VISITOR/PATIENT MEALS,,,1441 N BECKLEY AVE,DALLAS,TX,75208
427,HIPPO MART #1,,,8003 FERGUSON RD,DALLAS,TX,75228
428,AC RESIDENCE INN KITCHEN,,,5460 JAMES TEMPLE DR,DALLAS,TX,75240
429,MONTERREY BAKERY,,,300 E JEFFERSON BLVD,DALLAS,TX,75203
430,BENT TREE EXXON/ICE CREAM,,,16110 DALLAS PKWY,DALLAS,TX,75287
431,THE DONUT PALACE,,,4330 GANNON LN #D,DALLAS,TX,75237
432,FUEL TOWN #2,,,1525 INWOOD RD,DALLAS,TX,75247
433,WING'S WORLD,,,3207 KIRNWOOD DR #116,DALLAS,TX,75237
434,TINKERBELL ACADEMY 1,TINKERBELL ACADEMY 1,2796496.0,20-24 E 79TH ST,CHICAGO,IL,60619
435,CHIPOTLE MEXICAN GRILL #4272,CHIPOTLE,2877320.0,109 E PEARSON ST,CHICAGO,IL,60611
436,SUNNYSIDE DAYCARE,SUNNYSIDE DAYCARE,2216044.0,3542 W SUNNYSIDE AVE,CHICAGO,IL,60625
437,CLARENDALE SIX CORNERS,CLARENDALE SIX CORNERS,2906387.0,4715 W IRVING PARK RD,CHICAGO,IL,60641
438,SCHOOLHOUSE KITCHEN + STUDIO,SCHOOLHOUSE KITCHEN + STUDIO,2882754.0,4410 N MILWAUKEE AVE,CHICAGO,IL,60630
439,ALTA REHAB AT FAIRMONT,,2988578.0,5061 N PULASKI RD,CHICAGO,IL,60630
440,TACO JOHN'S OHARE,TACO JOHN'S,2873275.0,11601 W TOUHY AVE,CHICAGO,IL,60666
441,THE FIRE PLACE INN,THE FIREPLACE INN,2424148.0,1448-1450 N WELLS ST,CHICAGO,IL,60610
442,TAQUERIA RESTAURANTE COSTA  ALEGRE LLC,TAQUERIA RESTAURANTE COSTA ALEGRE,2934348.0,4318 W FULLERTON AVE,CHICAGO,IL,60639
443,MAISON MARCEL,MAISON MARCEL,2523375.0,3114 N BROADWAY,CHICAGO,IL,60657
444,GOOSE ISLAND BEER CO,GOOSE ISLAND BEER CO,2496358.0,603 N SACRAMENTO BLVD,CHICAGO,IL,60612
445,PETE'S FRESH MARKET #18,PETE'S FRESH MARKET #18,2957112.0,3250 W 87TH ST,CHICAGO,IL,60652
446,KYLIN,KYLIN,2053884.0,2002 S WENTWORTH AVE,CHICAGO,IL,60616
447,BIG GAY SAL'S PIZZA,BIG GAY SAL'S PIZZA,2952469.0,3445 N HALSTED ST,CHICAGO,IL,60657
448,"AMSTAR FUEL, MINI MART, & TASTY CHICKEN","AMSTAR FUEL, MINI MART, & TASTY CHICKEN",2108534.0,8058 S COTTAGE GROVE AVE,CHICAGO,IL,60619
449,SWEETWATER,SWEETWATER,1969710.0,225 N MICHIGAN AVE,CHICAGO,IL,60601
450,OCTOBER CAFE,OCTOBER CAFE,2918336.0,6046 N AVONDALE AVE,CHICAGO,IL,60631
451,KAMA,KAMA,2917617.0,1560 N MILWAUKEE AVE,CHICAGO,IL,60622
452,PANES BREAD CAFE,PANES BREAD CAFE,36251.0,3002 N SHEFFIELD AVE,CHICAGO,IL,60657
453,MR QUILES ICE CREAM TRUCK #3,MR QUILES ICE CREAM TRUCK #3,2390926.0,2300 S THROOP ST,CHICAGO,IL,60608
454,MS KU'S FLOWERS AND DESERTS,MS KU'S FLOWERS AND DESERTS,2929766.0,2308 S ARCHER AVE,CHICAGO,IL,60616
455,JEWEL FOOD STORE #2502,JEWEL,2293797.0,2550 N CLYBOURN AVE,CHICAGO,IL,60614
456,UPTOWN CARE AND REHABILITATION CENTER,UPTOWN CARE AND REHABILITATION CENTER,2868201.0,4920 N KENMORE AVE,CHICAGO,IL,60640
457,WAKE-N-BAKERY,WAKE-N-BAKERY,2835891.0,1659 W DIVISION ST,CHICAGO,IL,60622
458,MARCELA'S PIZZA,MARCELA'S PIZZA,2808606.0,1858 W PERSHING RD,CHICAGO,IL,60609
459,GOLDEN PACIFIC MARKET LLC,GOLDEN PACIFIC MARKET LLC,1491545.0,5353 N BROADWAY,CHICAGO,IL,60640
460,KC CHOCOLATIER,KC CHOCOLATIER,2129058.0,545 W DIVERSEY PKWY,CHICAGO,IL,60614
461,JORDAN FOOD,JORDAN FOOD,2630699.0,5652 W DIVISION ST,CHICAGO,IL,60651
462,SUBWAY,SUBWAY,2398853.0,3477 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616
463,R&A BREAD BAKERS,R&A BREAD BAKERS,2797350.0,1938 W LAWRENCE AVE,CHICAGO,IL,60640
464,BISTRO,BISTRO,2846049.0,1400 S JEAN BAPTISTE POINTE DUSABLE LAKESHORE DR,CHICAGO,IL,60605
465,HOPS AND BARLEY,HOPS AND BARLEY,1444674.0,4359-4361 N MILWAUKEE AVE,CHICAGO,IL,60641
466,DOLLOP DINER CAFE & BAR,DOLLOP DINER CAFE & BAR,2807720.0,1210 S INDIANA AVE,CHICAGO,IL,60605
467,UNITED SERBS SPORT CLUB INC,UNITED SERBS SPORT CLUB INC,34777.0,4526 N MILWAUKEE AVE,CHICAGO,IL,60630
468,7-ELEVEN #38948H,7-ELEVEN,2738590.0,2366 N DAMEN AVE,CHICAGO,IL,60647
469,PRET A MANAGER,PRET A MANGER,2529837.0,225 S CANAL ST,CHICAGO,IL,60606
